1,-78.6962747,35.7274823,-0.117,"(0.0010536866029724479,-0.005964708048850298,0.001276776660233736)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:29.225379,6,10
2,-78.6962747,35.7274823,-0.129,"(0.0010577015345916152,-0.00558230048045516,0.001287739141844213)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:30.227155,6,10
3,-78.6962747,35.7274823,-0.113,"(0.0010682394495233893,-0.005213709082454443,0.0012910276418551803)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:31.228486,6,10
4,-78.6962747,35.7274823,-0.137,"(0.0010640088003128767,-0.0048379539512097836,0.0012866392498835921)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:32.229534,6,10
5,-78.6962747,35.7274823,-0.113,"(0.0010729932691901922,-0.0044772508554160595,0.001289885607548058)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:33.231050,6,10
6,-78.6962747,35.7274823,-0.101,"(0.0010831645922735333,-0.004121915437281132,0.0012962576001882553)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:34.232247,6,10
7,-78.6962747,35.7274823,-0.048,"(0.0010956538608297706,-0.0037689146120101213,0.0012994928983971477)","(-0.01,0.01,-0.01)",12.587,2026-05-22 10:05:35.233373,6,10
8,-78.6962747,35.7274823,-0.051,"(0.0011007471475750208,-0.0034262726549059153,0.0013061572099104524)","(-0.01,0.01,-0.01)",12.587,2026-05-22 10:05:36.234843,6,10
9,-78.6962747,35.7274823,-0.041,"(0.0011012040777131915,-0.0030612738337367773,0.0012984474888071418)","(-0.01,0.01,-0.01)",12.587,2026-05-22 10:05:37.236246,6,10
10,-78.6962747,35.7274823,-0.068,"(0.0010872716084122658,-0.002717441413551569,0.0013029610272496939)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:38.237565,6,10
11,-78.6962747,35.7274823,-0.068,"(0.0010892110876739025,-0.002362343017011881,0.001311893225647509)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:39.238604,6,10
12,-78.6962747,35.7274823,-0.021,"(0.001096515217795968,-0.00201972434297204,0.0013089654967188835)","(-0.01,0.01,-0.01)",12.587,2026-05-22 10:05:40.239786,6,10
13,-78.6962747,35.7274823,-0.069,"(0.0010932667646557093,-0.001679703826084733,0.0013153970940038562)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:41.240967,6,10
14,-78.6962747,35.7274823,-0.056,"(0.001080969232134521,-0.001348411664366722,0.0013219842221587896)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:42.242468,6,10
15,-78.6962747,35.7274823,-0.036,"(0.0010781155433505774,-0.0010997855570167303,0.0013221022672951221)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:43.244395,6,10
16,-78.6962747,35.7274823,-0.016,"(0.001079964218661189,-0.000670276815071702,0.0013142024399712682)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:44.245734,6,10
17,-78.6962747,35.7274823,-0.054,"(0.001076604938134551,-0.0003210471186321229,0.0013253891374915838)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:45.247160,6,10
18,-78.6962747,35.7274823,0.014,"(0.0010889909463003278,2.1467335500346962e-06,0.0013230867916718125)","(-0.01,0.01,-0.01)",12.587,2026-05-22 10:05:46.247917,6,10
19,-78.6962747,35.7274823,-0.047,"(0.0010948628187179565,0.0003362762799952179,0.0013136733323335648)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:47.249228,6,10
20,-78.6962747,35.7274823,-0.037,"(0.001094167702831328,0.0006524278433062136,0.0013134917244315147)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:48.249902,6,10
21,-78.6962747,35.7274823,-0.051,"(0.0010951727163046598,0.0009759123786352575,0.0013178433291614056)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:49.251362,6,10
22,-78.6962747,35.7274823,-0.072,"(0.0010890987468883395,0.0012907085474580526,0.0013234951766207814)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:50.252798,6,10
23,-78.6962747,35.7274823,-0.082,"(0.0010775200789794326,0.001605959958396852,0.0013257871614769101)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:51.254359,6,10
24,-78.6962747,35.7274823,-0.057,"(0.0010718596167862415,0.0019243299029767513,0.001311681466177106)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:52.255768,6,10
25,-78.6962747,35.7274823,-0.058,"(0.0010763906175270677,0.0022350240033119917,0.0012951226672157645)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:53.257178,6,10
26,-78.6962747,35.7274823,-0.1,"(0.0010792422108352184,0.002533425809815526,0.0012982231564819813)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:54.258261,6,10
27,-78.6962747,35.7274823,-0.073,"(0.0010844882344827056,0.0028366907499730587,0.0012932015815749764)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:55.259935,6,10
28,-78.6962747,35.7274823,-0.112,"(0.001097226282581687,0.0031398176215589046,0.0013028659159317613)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:56.261165,6,10
29,-78.6962747,35.7274823,-0.112,"(0.0011010454036295414,0.003435748163610697,0.001317702466621995)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:57.262522,6,10
30,-78.6962747,35.7274823,-0.12,"(0.00114139961078763,0.003751111449673772,0.0013506733812391758)","(-0.01,0.01,0.0)",12.587,2026-05-22 10:05:58.264097,6,10
31,-78.6962747,35.7274823,-0.115,"(0.001339657697826624,0.00406565610319376,0.0015550872776657343)","(0.0,0.0,0.0)",12.587,2026-05-22 10:05:59.265244,6,10
32,-78.6962747,35.7274823,-0.121,"(0.001615721732378006,0.004396274220198393,0.0018491762457415462)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:00.270200,6,10
33,-78.6962747,35.7274823,-0.113,"(0.0019384819315746427,0.004763284232467413,0.002159656258299947)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:01.271737,6,10
34,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:02.272942,6,10
35,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:03.275202,6,10
36,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:04.276315,6,10
37,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:05.277885,6,10
38,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:06.278775,6,10
39,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:07.280403,6,10
40,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:08.281900,6,10
41,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:09.283423,6,10
42,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:10.284680,6,10
43,-78.6962747,35.7274823,-0.113,"(0.002003750065341592,0.004838793072849512,0.0022237440571188927)","(0.0,0.0,0.0)",12.587,2026-05-22 10:06:11.285873,6,10
