,TIME,SNR,LAT,LON,DISTANCE,ALT
5002,37543829,12.133751,35.7274823,-78.6962747,35.34353963872628,-0.001
5003,37543862,12.002743,35.7274823,-78.6962747,35.34353963872628,-0.001
5004,37543895,11.808994,35.7274823,-78.6962747,35.34353963872628,-0.001
5005,37543928,12.267101,35.7274823,-78.6962747,35.34353963872628,-0.001
5006,37543961,12.24461,35.7274823,-78.6962747,35.34353963872628,-0.001
5007,37543993,12.230999,35.7274823,-78.6962747,35.34353963872628,-0.001
5008,37544026,12.22253,35.7274823,-78.6962747,35.34353963872628,-0.001
5009,37544059,12.21711,35.7274823,-78.6962747,35.34353963872628,-0.001
5010,37544091,12.07745,35.7274823,-78.6962747,35.34353963872628,-0.001
5011,37544124,11.767975,35.7274823,-78.6962747,35.34353963872628,-0.001
5012,37544157,12.290607,35.7274823,-78.6962747,35.34353963872628,-0.001
5013,37544190,12.258858,35.7274823,-78.6962747,35.34353963872628,-0.001
5014,37544223,12.239925,35.7274823,-78.6962747,35.34353963872628,-0.001
5015,37544255,12.227272,35.7274823,-78.6962747,35.34353963872628,-0.001
5016,37544288,12.220245,35.7274823,-78.6962747,35.34353963872628,-0.001
5017,37544321,11.945595,35.7274823,-78.6962747,35.34353963872628,-0.001
5018,37544353,12.1642685,35.7274823,-78.6962747,35.34353963872628,-0.001
5019,37544386,12.179626,35.7274823,-78.6962747,35.34353963872628,-0.001
5020,37544419,12.190495,35.7274823,-78.6962747,35.34353963872628,-0.001
5021,37544452,11.853859,35.7274823,-78.6962747,35.34353963872628,-0.001
5022,37544484,12.324535,35.7274823,-78.6962747,35.34353963872628,-0.001
5023,37544517,12.111565,35.7274823,-78.6962747,35.34353963872628,-0.001
5024,37544550,12.12886,35.7274823,-78.6962747,35.34353963872628,-0.001
5025,37544583,12.160976,35.7274823,-78.6962747,35.34353963872628,-0.001
5026,37544615,12.17902,35.7274823,-78.6962747,35.34353963872628,-0.001
5027,37544648,12.081909,35.7274823,-78.6962747,35.34353963872628,-0.001
5028,37544681,12.066101,35.7274823,-78.6962747,35.34353963872628,-0.001
5029,37544714,12.124138,35.7274823,-78.6962747,35.34353963872628,-0.001
5030,37544746,11.782269,35.7274823,-78.6962747,35.34353963872628,-0.001
5031,37544779,12.3088,35.7274823,-78.6962747,35.34353963872628,-0.001
5032,37544812,12.270615,35.7274823,-78.6962747,35.34353963872628,-0.001
5033,37544845,11.837341,35.7274823,-78.6962747,35.34353963872628,-0.001
5034,37544877,11.941879,35.7274823,-78.6962747,35.34353963872628,-0.001
5035,37544910,12.459808,35.7274823,-78.6962747,35.34353963872628,-0.001
5036,37544943,12.295235,35.7274823,-78.6962747,35.34353963872628,-0.001
5037,37544976,11.830791,35.7274823,-78.6962747,35.34353963872628,-0.001
5038,37545009,12.301121,35.7274823,-78.6962747,35.34353963872628,-0.001
5039,37545043,12.265156,35.7274823,-78.6962747,35.34353963872628,-0.001
5040,37545076,12.016441,35.7274823,-78.6962747,35.34353963872628,-0.001
5041,37545109,11.979614,35.7274823,-78.6962747,35.34353963872628,-0.001
5042,37545141,12.063965,35.7274823,-78.6962747,35.34353963872628,-0.001
5043,37545174,12.010017,35.7274823,-78.6962747,35.34353963872628,-0.001
5044,37545207,12.0266,35.7274823,-78.6962747,35.34353963872628,-0.001
5045,37545240,12.095947,35.7274823,-78.6962747,35.34353963872628,-0.001
5046,37545273,12.139481,35.7274823,-78.6962747,35.34353963872628,-0.001
5047,37545305,11.77198,35.7274823,-78.6962747,35.34353963872628,-0.001
5048,37545338,12.334808,35.7274823,-78.6962747,35.34353963872628,-0.001
5049,37545371,12.285843,35.7274823,-78.6962747,35.34353963872628,-0.001
5050,37545403,12.255585,35.7274823,-78.6962747,35.34353963872628,-0.001
5051,37545436,12.237152,35.7274823,-78.6962747,35.34353963872628,-0.001
5052,37545469,12.2269745,35.7274823,-78.6962747,35.34353963872628,-0.001
5053,37545502,12.194962,35.7274823,-78.6962747,35.34353963872628,-0.001
5054,37545535,12.053986,35.7274823,-78.6962747,35.34353963872628,-0.001
5055,37545567,12.115879,35.7274823,-78.6962747,35.34353963872628,-0.001
5056,37545600,12.152462,35.7274823,-78.6962747,35.34353963872628,-0.001
5057,37545633,12.174564,35.7274823,-78.6962747,35.34353963872628,-0.001
5058,37545665,12.187328,35.7274823,-78.6962747,35.34353963872628,-0.001
5059,37545698,12.195797,35.7274823,-78.6962747,35.34353963872628,-0.001
5060,37545731,12.201565,35.7274823,-78.6962747,35.34353963872628,-0.001
5061,37545764,11.740871,35.7274823,-78.6962747,35.34353963872628,-0.001
5062,37545796,12.348804,35.7274823,-78.6962747,35.34353963872628,-0.001
5063,37545829,12.295788,35.7274823,-78.6962747,35.34353963872628,-0.001
5064,37545862,12.262474,35.7274823,-78.6962747,35.34353963872628,-0.001
5065,37545895,12.242184,35.7274823,-78.6962747,35.34353963872628,-0.001
5066,37545928,12.228683,35.7274823,-78.6962747,35.34353963872628,-0.001
5067,37545960,12.1567,35.7274823,-78.6962747,35.34353963872628,-0.001
5068,37545993,12.063416,35.7274823,-78.6962747,35.34353963872628,-0.001
5069,37546026,12.119713,35.7274823,-78.6962747,35.34353963872628,-0.001
5070,37546059,11.878113,35.7274823,-78.6962747,35.34353963872628,-0.001
5071,37546091,12.057388,35.7274823,-78.6962747,35.34353963872628,-0.001
5072,37546124,12.383312,35.7274823,-78.6962747,35.34353963872628,-0.001
5073,37546157,12.31583,35.7274823,-78.6962747,35.34353963872628,-0.001
5074,37546190,12.274387,35.7274823,-78.6962747,35.34353963872628,-0.001
