1,-78.6962747,35.7274823,-0.033,"(0.0010824623750522733,0.019171206280589104,0.00128800084348768)","(-0.01,0.01,0.0)",12.587,2026-05-29 11:01:54.400094,6,10
2,-78.6962747,35.7274823,0.017,"(0.0010724604362621903,0.01915747858583927,0.0012675987090915442)","(-0.01,0.01,-0.01)",12.587,2026-05-29 11:01:55.401744,6,10
3,-78.6962747,35.7274823,-0.019,"(0.0010808112565428019,0.019147485494613647,0.0012746258871629834)","(-0.01,0.01,0.0)",12.587,2026-05-29 11:01:56.403336,6,10
4,-78.6962747,35.7274823,-0.06,"(0.0010736634721979499,0.01912723295390606,0.001270680339075625)","(-0.01,0.01,0.0)",12.587,2026-05-29 11:01:57.404703,6,10
5,-78.6962747,35.7274823,0.002,"(0.0010792759712785482,0.019104016944766045,0.001279758638702333)","(-0.01,0.01,0.0)",12.587,2026-05-29 11:01:58.406700,6,10
6,-78.6962747,35.7274823,0.074,"(0.0010776988929137588,0.019106034189462662,0.0012900832807645202)","(-0.01,0.01,-0.02)",12.587,2026-05-29 11:01:59.407970,6,10
7,-78.6962747,35.7274823,0.127,"(0.0011294047581031919,0.01909678801894188,0.0013568411814048886)","(0.0,0.0,-0.02)",12.587,2026-05-29 11:02:00.409685,6,10
8,-78.6962747,35.7274823,0.161,"(0.001345127820968628,0.019099539145827293,0.0015780641697347164)","(0.0,0.0,-0.02)",12.587,2026-05-29 11:02:01.411390,6,10
9,-78.6962747,35.7274824,0.181,"(0.0016434735152870417,0.019126614555716515,0.0018752552568912506)","(0.0,0.0,-0.02)",12.587,2026-05-29 11:02:02.413967,6,10
10,-78.6962747,35.7274823,0.197,"(0.001962420530617237,0.019155696034431458,0.00219367747195065)","(0.0,0.0,-0.02)",12.587,2026-05-29 11:02:03.415957,6,10
11,-78.6962747,35.7274824,0.209,"(0.0022792741656303406,0.019237138330936432,0.0025153779424726963)","(0.04,0.01,-0.02)",12.587,2026-05-29 11:02:04.417760,6,10
12,-78.6962747,35.7274858,0.214,"(0.002551022218540311,0.012606712058186531,0.002787407021969557)","(0.83,0.02,-0.01)",12.489,2026-05-29 11:02:05.418909,6,10
13,-78.6962752,35.7274989,0.184,"(0.002840554341673851,-0.06582796573638916,0.0026981697883456945)","(1.91,-0.17,-0.01)",12.489,2026-05-29 11:02:06.419917,6,10
14,-78.6962849,35.7275144,0.181,"(0.003963555209338665,-0.8710036277770996,-0.0005248923553153872)","(0.86,-1.73,0.0)",12.538,2026-05-29 11:02:07.420936,6,10
15,-78.6963009,35.7275075,0.173,"(-0.0014949152246117592,-2.7082278728485107,-0.0038512605242431164)","(-1.89,-0.41,0.0)",12.489,2026-05-29 11:02:08.422598,6,10
16,-78.6962964,35.7274871,0.169,"(-0.0017370949499309063,2.8916563987731934,-0.0014473679475486279)","(-2.83,0.7,0.0)",12.39,2026-05-29 11:02:09.424244,6,10
17,-78.6962908,35.727456,0.169,"(-0.0005026115104556084,3.043508768081665,-0.00015755002095829695)","(-4.15,0.44,0.0)",12.341,2026-05-29 11:02:10.426095,6,10
18,-78.6962862,35.7274092,0.167,"(0.0003629928396549076,3.0832254886627197,0.00048668342060409486)","(-5.31,0.34,0.0)",12.341,2026-05-29 11:02:11.427773,6,10
19,-78.6962831,35.7273655,0.178,"(0.0009025537874549627,3.1069750785827637,0.0008938615210354328)","(-5.36,0.24,0.0)",12.39,2026-05-29 11:02:12.429341,6,10
20,-78.6962807,35.7273145,0.177,"(0.0014902331167832017,3.1269547939300537,0.0012939540902152658)","(-5.02,0.13,0.0)",12.439,2026-05-29 11:02:13.430846,6,10
21,-78.6962795,35.7272698,0.157,"(0.001766745001077652,-3.1403801441192627,0.0017466208664700389)","(-4.93,0.05,0.0)",12.439,2026-05-29 11:02:14.432860,6,10
22,-78.6962791,35.727225,0.15,"(0.0018427063478156924,-3.1272919178009033,0.0021339075174182653)","(-4.97,-0.01,0.0)",12.39,2026-05-29 11:02:15.434899,6,10
23,-78.6962793,35.7271806,0.12,"(0.001719167223200202,-3.113128185272217,0.002422269666567445)","(-4.62,-0.08,0.01)",12.439,2026-05-29 11:02:16.437508,6,10
24,-78.6962803,35.7271441,0.134,"(0.0018645561067387462,-3.093715190887451,0.0026723456103354692)","(-3.4,-0.11,0.0)",12.538,2026-05-29 11:02:17.439789,6,10
25,-78.6962814,35.727119,0.143,"(0.0018859226256608963,-3.0752158164978027,0.00305302650667727)","(-2.17,-0.1,0.0)",12.587,2026-05-29 11:02:18.442677,6,10
26,-78.6962826,35.7271038,0.151,"(0.0017298052553087473,-3.054645538330078,0.0035137920640408993)","(-1.22,-0.09,0.0)",12.587,2026-05-29 11:02:19.444241,6,10
